pump_id,timestamp,pressure,temperature,flow_rate,vibration,power_consumption,hours_since_maintenance,failure
51,2023-01-02 17:00,91.69783281,59.52064347,497.7506208,1.954116952,82.05323504,6040,0
55,2023-01-02 18:00,103.1311177,57.09380401,517.7489102,2.210983562,86.55752435,4816,0
64,2023-01-02 19:00,101.2983192,60.38335603,516.3823019,2.15380942,50.20129348,5063,0
3,2023-01-02 20:00,108.0636542,52.07808287,516.4730874,1.344676323,67.50721963,7105,0
51,2023-01-02 21:00,93.99488982,51.25966264,549.7133068,1.669304464,79.64750457,5875,0
7,2023-01-02 22:00,100.5760223,60.46281777,462.0937832,2.340090537,75.92345102,1179,0
21,2023-01-02 23:00,93.28132589,62.17181245,565.5606364,2.296320241,87.97109072,7257,0
73,2023-01-03 00:00,107.0612855,66.96929236,419.8670865,2.471102953,87.50917536,4904,0
39,2023-01-03 01:00,111.9074612,64.43319361,533.0944802,2.05937065,84.26140025,1920,0
18,2023-01-03 02:00,104.8332483,63.17682231,508.3880159,1.984140192,58.13348363,7206,0
4,2023-01-03 03:00,110.6119428,66.35216678,451.8544799,2.255757838,73.36950594,147,0
89,2023-01-03 04:00,100.3249986,62.44947553,551.4551526,2.047206409,81.40508724,2526,0
60,2023-01-03 05:00,108.0559383,58.27899201,409.3242857,1.234977575,74.73561716,2070,0
14,2023-01-03 06:00,100.7541774,64.56193287,581.2611373,2.76021957,73.73790121,907,0
9,2023-01-03 07:00,89.75071933,64.37802465,612.8407201,2.460870289,87.37582168,3333,0
90,2023-01-03 08:00,102.4672139,59.96092041,491.8399921,2.211531089,78.58317497,2317,0
53,2023-01-03 09:00,90.04703306,54.00096913,448.6140822,1.315921844,72.47622709,5859,0
2,2023-01-03 10:00,123.3912895,51.0746527,471.1131433,2.41884654,63.1447682,4111,0
84,2023-01-03 11:00,96.65911841,64.21198851,548.7557261,1.780657846,92.20427696,3345,0
92,2023-01-03 12:00,106.4503786,62.39337184,483.8812576,2.415068372,78.024637,220,0
60,2023-01-03 13:00,99.8758678,63.09549416,353.2254589,2.273204374,70.33453288,6022,0
71,2023-01-03 14:00,87.66386576,64.39869337,519.1713684,1.830068856,84.31328357,5699,0
44,2023-01-03 15:00,81.0147697,55.50488443,544.6919405,2.525981811,58.9652553,2610,0
8,2023-01-03 16:00,107.4901396,50.61652446,525.7155959,1.404063977,92.52084918,4913,0
47,2023-01-03 17:00,115.4934093,62.57927664,533.6661138,2.028105774,81.11028064,3732,0
35,2023-01-03 18:00,92.65196293,65.98870968,580.2261473,2.82934285,96.9432486,574,0
78,2023-01-03 19:00,83.4330748,61.75929715,489.4269725,2.243330232,81.33018545,6036,0
81,2023-01-03 20:00,96.74837268,52.56823349,585.9162795,2.456734882,77.38694575,7535,0
36,2023-01-03 21:00,90.62882955,61.20344911,492.281398,2.039663855,68.956658,2586,0
50,2023-01-03 22:00,93.4968432,54.37626735,556.3325782,1.989286363,70.61749326,1298,0
4,2023-01-03 23:00,106.103737,52.28791898,492.879482,1.38971541,62.59285825,8249,0
2,2023-01-04 00:00,99.49536953,59.96166099,601.9152913,1.922060715,94.77386571,4858,0
6,2023-01-04 01:00,91.70492441,60.81249255,532.3958794,2.336870326,76.32630411,2287,0
54,2023-01-04 02:00,105.8850079,59.50688948,495.1913921,1.453001113,83.70274579,1523,0
4,2023-01-04 03:00,106.6687235,62.19068286,440.0208642,1.51851728,85.29551049,5382,0
54,2023-01-04 04:00,96.62942514,56.04700389,510.3106613,2.20963986,72.75937605,7134,0
93,2023-01-04 05:00,101.3791652,60.42840556,459.0361388,2.413354499,66.97835314,5350,0
63,2023-01-04 06:00,105.2050188,57.57324345,522.0499972,3.007541683,67.83442555,2446,0
18,2023-01-04 07:00,104.2610313,58.74155255,532.9483937,1.862907333,59.5276202,4076,0
90,2023-01-04 08:00,100.4061409,61.3420629,552.0180453,1.876462382,63.81223193,3280,0
44,2023-01-04 09:00,114.3258612,65.2981911,526.8853325,2.415793524,80.35100629,2478,0
34,2023-01-04 10:00,105.8268081,61.46148006,504.0028981,2.285293797,85.23085019,2093,0
74,2023-01-04 11:00,95.49320984,63.12004566,566.2284909,1.87087489,75.05580647,8024,0
62,2023-01-04 12:00,95.55330932,60.05112737,572.023387,1.985833964,84.2356683,7723,0
100,2023-01-04 13:00,94.4191365,62.43807684,447.3646414,1.68587043,84.47178993,1094,0
14,2023-01-04 14:00,106.3212095,65.16898596,588.1038904,1.421969312,71.85830027,5898,0
95,2023-01-04 15:00,93.7725244,69.39593943,561.4523079,1.932432403,85.87352559,5746,0
48,2023-01-04 16:00,95.75100911,66.05387761,457.3442998,2.761322257,73.3740831,4663,0
15,2023-01-04 17:00,110.5802239,59.72457623,406.0432913,1.640714682,70.71220491,4980,0
72,2023-01-04 18:00,101.9163196,65.72333079,560.2236205,1.282494016,75.86192291,7457,0
78,2023-01-04 19:00,111.9853263,62.74520906,510.3122819,1.4981458,60.90536627,5166,0
87,2023-01-04 20:00,107.9805987,56.96394779,477.2327982,2.265807671,74.63335525,7213,0
62,2023-01-04 21:00,88.23328171,62.81405485,515.6963223,2.214394234,51.91631329,2895,0
40,2023-01-04 22:00,98.97866942,54.35651833,559.3139136,2.635366963,81.75389563,1605,0
85,2023-01-04 23:00,109.8994904,62.82150676,398.4211338,2.530782844,62.0594494,1568,0
80,2023-01-05 00:00,87.77823935,68.75898109,506.3091579,2.14879016,74.93522307,3854,0
82,2023-01-05 01:00,104.1971082,64.11307685,502.8701989,2.325276436,89.84356112,6140,0
53,2023-01-05 02:00,99.60763526,65.98308868,574.822803,1.625307073,75.71342644,4183,0
24,2023-01-05 03:00,82.45211258,58.10903157,541.4266389,2.344630822,56.06499882,6632,0
26,2023-01-05 04:00,101.196593,62.40441327,540.9614074,1.945587065,76.29280526,4845,0
89,2023-01-05 05:00,91.62531984,63.49082211,477.807153,2.425361917,72.44440684,523,0
60,2023-01-05 06:00,88.32348218,58.4741885,533.4789215,2.209342976,84.31736921,5306,0
41,2023-01-05 07:00,100.0914068,63.41854575,475.7427867,1.763321531,73.86776251,7609,0
29,2023-01-05 08:00,80.69147061,62.27344476,494.5629818,1.449786206,86.1525505,5069,0
15,2023-01-05 09:00,93.25709707,63.47408071,528.6943765,1.749859667,79.3565821,3066,0
45,2023-01-05 10:00,125.5117425,54.84962059,504.2691155,2.09231929,83.74880281,550,0
65,2023-01-05 11:00,106.5022239,66.38049414,515.8118626,1.591972971,74.06712073,2322,0
89,2023-01-05 12:00,91.18575094,62.25321468,565.6522193,1.923567277,87.83514852,4724,0
71,2023-01-05 13:00,114.0416594,59.40931805,481.7516959,2.543836225,69.8835533,13,0
9,2023-01-05 14:00,90.07956439,59.52993878,448.1200152,2.587451563,56.67180619,3398,0
88,2023-01-05 15:00,94.46304847,59.80586856,454.6618969,2.23908666,64.04605475,1953,0
1,2023-01-05 16:00,88.5114859,55.85536685,443.7761765,2.681640135,76.20666721,2775,0
8,2023-01-05 17:00,102.5607988,65.94580006,580.3716275,1.367315896,77.70757651,1660,0
88,2023-01-05 18:00,113.6862962,64.81554506,532.7120377,2.648766925,76.55380309,4888,0
63,2023-01-05 19:00,90.00993767,65.15164366,553.5266787,1.320083705,87.1873097,1448,0
11,2023-01-05 20:00,79.39556963,67.56595842,544.5641518,2.005018221,76.89010445,3889,0
81,2023-01-05 21:00,110.9096667,60.94888807,490.0798507,1.593561077,78.29522137,4206,0
8,2023-01-05 22:00,115.538005,51.72132745,581.4943934,2.36944399,84.80071202,5801,0
35,2023-01-05 23:00,80.04919534,63.14435627,465.4549152,1.217044813,58.23409782,8514,0
35,2023-01-06 00:00,104.6005434,62.95812362,600.6185724,1.117566978,82.2294928,867,0
33,2023-01-06 01:00,102.2650535,67.76916571,506.1856126,1.672772749,88.16299687,870,0
5,2023-01-06 02:00,92.12524695,65.41042099,589.4344833,1.637398939,82.17588757,8408,0
41,2023-01-06 03:00,86.05644333,60.66992112,447.5448031,1.714531584,78.15003135,512,0
28,2023-01-06 04:00,109.9175035,59.27844034,478.4280511,1.662517773,83.02838042,6596,0
7,2023-01-06 05:00,101.7907053,65.01818439,419.8554117,2.3436527,53.53860115,4837,0
73,2023-01-06 06:00,102.5442646,46.7252628,552.1123917,1.957633707,73.70369472,899,0
72,2023-01-06 07:00,93.78230647,61.20699983,512.6609545,2.774546373,62.01689303,7200,1
12,2023-01-06 08:00,91.98090796,64.72830331,600.8306212,2.11543631,78.83270597,8133,0
34,2023-01-06 09:00,75.45026459,59.39496398,475.8008304,2.4411331,64.95918549,794,0
33,2023-01-06 10:00,97.7197197,58.08921069,566.8541589,2.289913268,83.4985709,1898,0
48,2023-01-06 11:00,114.3882638,61.47421782,503.9957552,1.550874596,70.83968865,2075,0
23,2023-01-06 12:00,91.0974558,66.74723341,495.3105406,1.739597802,62.1292549,6573,0
62,2023-01-06 13:00,84.77585306,62.25521817,485.5308433,2.497074895,65.55538203,106,0
88,2023-01-06 14:00,104.3566457,56.61488357,457.7426374,1.111935396,61.86802556,4703,0
37,2023-01-06 15:00,106.2008,66.0849102,518.7123959,2.243331871,74.64693005,635,0
99,2023-01-06 16:00,94.14094039,67.05823252,510.5695868,1.910874376,81.16567621,762,0
44,2023-01-06 17:00,96.51235535,55.96335299,421.3658615,1.627555799,68.55020016,7054,0
86,2023-01-06 18:00,102.6390312,73.99282956,374.4393666,1.86685775,60.41096374,4634,0
91,2023-01-06 19:00,98.44450531,59.99673463,484.3501709,2.810175474,74.86215702,122,0
35,2023-01-06 20:00,110.0012934,64.74212885,558.0997634,1.138113013,74.64293909,6232,0
65,2023-01-06 21:00,124.3724258,63.63731097,511.1035558,1.390658286,70.01007732,1354,0
99,2023-01-06 22:00,82.90836445,56.50999172,434.8641847,1.030988544,67.15127813,8263,0
47,2023-01-06 23:00,112.2975513,57.74236992,411.3077033,1.780987842,87.79710525,8484,0
78,2023-01-07 00:00,101.052597,60.33853905,557.7398164,1.687693497,69.07516051,621,0
3,2023-01-07 01:00,113.8820094,50.64969451,417.3478892,2.080277549,60.58902805,5245,0
1,2023-01-07 02:00,107.2435451,64.10488781,537.9670146,1.760261036,74.11749631,6703,0
5,2023-01-07 03:00,100.6115646,50.52126928,528.4520979,2.225475733,80.27322434,2316,0
90,2023-01-07 04:00,107.6002294,60.07333686,581.7330512,1.606134633,79.60751675,1909,0
14,2023-01-07 05:00,96.05844229,56.64143172,468.5425372,3.048721127,59.00590826,4410,0
27,2023-01-07 06:00,92.25698578,62.89404555,546.9652665,2.307475417,87.17860152,2948,0
9,2023-01-07 07:00,108.1086312,48.97913307,569.9935939,2.257841865,77.10398802,842,0
79,2023-01-07 08:00,91.55671551,51.68900252,433.143691,2.313253933,80.70832407,5047,0
15,2023-01-07 09:00,106.4237259,57.01620841,506.6530983,1.477024254,101.5156155,7120,0
90,2023-01-07 10:00,100.3074758,62.59421961,497.980668,1.876626193,82.58888563,1495,0
42,2023-01-07 11:00,76.70558349,61.10799009,446.8110404,1.898252355,80.72055266,5989,0
77,2023-01-07 12:00,94.2561755,65.25140997,513.2154901,1.764005126,72.7407664,5114,0
51,2023-01-07 13:00,103.348382,60.53949849,441.5504321,1.826444044,74.94761454,8190,0
63,2023-01-07 14:00,95.93999336,59.91129083,519.1081341,2.414640716,62.9582273,2199,0
96,2023-01-07 15:00,74.53267888,54.6421053,608.6879704,1.970643524,75.84578576,8556,0
52,2023-01-07 16:00,113.2075013,58.88314831,489.7883257,2.149788739,91.26087085,6658,0
96,2023-01-07 17:00,101.6937505,59.9024228,495.2554348,1.1555557,79.26392198,6320,0
4,2023-01-07 18:00,104.4373929,49.72622654,570.8254149,1.125849658,97.30084141,6857,0
94,2023-01-07 19:00,95.26723848,55.54890329,562.9743963,1.528031604,80.29746467,2064,0
23,2023-01-07 20:00,105.3148969,62.31678079,469.1177321,2.819725526,77.80085992,1769,0
15,2023-01-07 21:00,118.3482014,60.89746681,534.4107784,3.004287471,73.619716,4614,0
43,2023-01-07 22:00,92.64927016,58.73496326,352.3685191,2.491505159,94.71275592,5799,1
29,2023-01-07 23:00,116.6701271,56.96279552,449.794084,1.80282579,70.35436491,7874,0
36,2023-01-08 00:00,103.9856407,51.28556013,553.4940652,2.213253011,67.72962761,1228,0
13,2023-01-08 01:00,91.30567252,49.12309284,474.4887542,2.631091288,66.18288353,5584,1
32,2023-01-08 02:00,122.1239064,58.46656182,489.9834062,2.927205871,97.61925961,7937,1
71,2023-01-08 03:00,103.9164024,67.4447253,453.7839781,1.424996686,76.47419007,6688,0
59,2023-01-08 04:00,106.7647867,60.18452669,445.7636881,2.102051613,75.84115914,3433,0
86,2023-01-08 05:00,97.30647895,65.10699884,375.1909989,1.838703022,80.20453149,6003,0
28,2023-01-08 06:00,92.03673355,54.11656289,481.8424763,2.293027635,72.48460431,4872,0
66,2023-01-08 07:00,101.6781324,61.41574748,523.2805172,2.026139709,67.36329716,3933,0
42,2023-01-08 08:00,115.8146372,56.48156617,512.3425151,1.499838336,66.88222017,6205,0
45,2023-01-08 09:00,96.90340188,56.28860157,458.3991963,2.197411371,66.54396774,3398,0
62,2023-01-08 10:00,99.73248754,63.72294802,428.5504131,1.651723843,54.97997076,4826,0
57,2023-01-08 11:00,114.5632847,59.39776502,481.3061667,1.982317609,75.58830955,5294,0
6,2023-01-08 12:00,96.99673154,53.07232901,433.5515822,2.006294801,59.41260773,5426,0
28,2023-01-08 13:00,105.1027631,60.49014791,461.6214676,2.843522763,80.4936177,5321,1
28,2023-01-08 14:00,108.7735051,56.41915742,506.455287,2.160331297,83.36237819,2684,0
44,2023-01-08 15:00,98.03219051,52.77834883,456.424682,1.955397136,68.97397037,974,0
84,2023-01-08 16:00,103.0983759,55.02325208,564.3157435,2.362131869,78.36616326,5835,0
30,2023-01-08 17:00,106.6110278,70.22946648,447.7091841,1.557922096,82.26655849,8096,0
62,2023-01-08 18:00,95.99084806,66.06192226,469.7609607,2.050475981,90.04656979,2713,0
75,2023-01-08 19:00,108.1576516,49.92731204,542.4865498,2.317214883,71.10131722,4599,0
92,2023-01-08 20:00,94.53013917,59.05817077,534.5212208,2.294401637,60.87469869,5864,0
89,2023-01-08 21:00,93.24912421,59.42258552,525.8310023,1.735215977,65.94344762,7400,0
62,2023-01-08 22:00,84.72958939,58.66981374,468.0975915,2.181965866,58.38384148,7429,0
97,2023-01-08 23:00,94.96537656,56.68055247,529.2064161,2.340158052,79.76580629,3290,0
1,2023-01-09 00:00,91.84497298,63.73533659,539.6032275,1.54744049,42.78743921,7144,0
27,2023-01-09 01:00,95.99126044,64.71347834,522.0845541,1.697938036,64.97509908,7949,0
62,2023-01-09 02:00,106.1199263,65.24500351,498.3818445,1.838791506,75.11973523,5040,0
77,2023-01-09 03:00,82.74325747,61.65054005,528.8546954,3.164765044,64.21982176,6961,1
3,2023-01-09 04:00,80.25329105,63.04328169,496.2112553,1.626006079,66.39723428,6218,0
70,2023-01-09 05:00,92.50920783,58.27756618,520.1964085,2.162564148,83.29134705,5875,0
72,2023-01-09 06:00,104.6123049,52.11780403,503.7306987,1.823468226,63.80143482,5362,0
27,2023-01-09 07:00,102.8886495,51.98624556,424.4655625,1.53123318,70.42719144,1680,0
9,2023-01-09 08:00,92.34937667,55.74153588,470.8137171,2.348955036,84.28755831,4269,0
62,2023-01-09 09:00,111.6940823,58.99713584,604.0230386,1.294597132,71.27439385,5054,0
37,2023-01-09 10:00,93.41590065,53.58425477,403.1297662,2.721763511,99.03862272,8623,1
97,2023-01-09 11:00,104.6245399,54.35064492,577.6118347,1.480328292,85.95396756,5875,0
51,2023-01-09 12:00,96.37213672,58.10803654,531.2764622,1.667233028,86.48671098,234,0
44,2023-01-09 13:00,91.31223649,64.32057196,501.711166,2.285926975,61.11802981,815,0
24,2023-01-09 14:00,93.94933212,61.67164127,415.9793644,2.376259302,74.01939154,7557,0
79,2023-01-09 15:00,107.3400038,55.68236968,499.9425223,2.116652214,72.15770017,160,0
59,2023-01-09 16:00,103.6102515,60.23191779,462.683843,1.733599181,70.92699917,2246,0
32,2023-01-09 17:00,109.6810266,53.35678213,559.4489261,1.203278735,69.6421477,3399,0
96,2023-01-09 18:00,103.6098608,55.68238933,466.6650506,1.955038604,73.65258331,937,0
88,2023-01-09 19:00,83.88830537,51.7141182,486.2086151,1.574980158,50.9804031,7290,0
52,2023-01-09 20:00,121.1441483,62.14419149,512.3090117,3.206026314,65.73050281,5661,1
62,2023-01-09 21:00,103.7516901,58.58596367,467.7735845,2.066508598,91.8285048,6463,0
58,2023-01-09 22:00,105.1467155,59.21138777,547.9295159,1.355404906,69.64261537,6710,0
52,2023-01-09 23:00,96.23162321,64.02968562,485.2054939,1.833888903,68.4624369,7257,0
12,2023-01-10 00:00,111.1317829,55.01374383,405.95806,2.378981151,74.34971707,3499,0
39,2023-01-10 01:00,89.06892439,62.33374617,507.5383332,2.581237784,75.31924517,825,0
2,2023-01-10 02:00,106.0982908,69.92460497,540.3687072,1.845327619,52.47589516,3583,0
3,2023-01-10 03:00,79.20366718,55.08943062,571.9015443,1.940689643,76.40988432,5597,0
56,2023-01-10 04:00,106.7720852,52.18490549,527.6334484,2.2823904,80.48195672,1464,0
81,2023-01-10 05:00,89.20449588,53.71079722,557.6567439,1.532162043,80.87953778,4764,0
59,2023-01-10 06:00,102.7699452,61.94292645,524.535269,2.173625959,65.61440602,3819,0
2,2023-01-10 07:00,113.5734047,68.731461,452.0291611,2.142835456,90.41249189,344,0
2,2023-01-10 08:00,108.2271737,68.52664516,460.9382852,2.266798482,89.27635111,2298,0
92,2023-01-10 09:00,112.2438167,64.22452961,385.0617851,1.980576804,88.39715309,3700,0
54,2023-01-10 10:00,111.2084844,64.39648263,489.1572654,1.217717066,82.87814108,3507,0
87,2023-01-10 11:00,94.75717257,62.32278451,532.6409946,2.1138789,71.52094612,5688,0
96,2023-01-10 12:00,105.9833017,63.62549864,421.109136,1.561985965,75.04292783,7992,0
97,2023-01-10 13:00,82.75083104,61.51878975,564.6986937,2.862947109,89.23704763,8513,1
1,2023-01-10 14:00,93.13063582,56.00117936,494.860375,2.877243743,52.18836163,6992,1
19,2023-01-10 15:00,113.9265489,68.56719005,455.1809774,1.427590452,67.69067691,4087,0
2,2023-01-10 16:00,96.14963198,66.67715864,420.8532644,1.572484288,79.59107916,7162,0
53,2023-01-10 17:00,81.31998113,56.11505083,583.0526988,0.846073299,72.72393243,3891,0
44,2023-01-10 18:00,120.1369892,63.24239663,559.1048519,2.367722847,70.99592916,5482,0
90,2023-01-10 19:00,105.6225028,67.30621114,479.8296119,1.713450977,91.26118271,5680,0
32,2023-01-10 20:00,107.6447822,62.09340064,546.4504514,2.135312637,83.35515352,4630,0
70,2023-01-10 21:00,90.19530465,58.97321388,489.5221601,1.7304157,84.61511424,6868,0
32,2023-01-10 22:00,102.8405657,67.14865363,469.7783719,1.198934771,67.27455344,8031,0
68,2023-01-10 23:00,102.5757497,61.2767005,467.3377388,2.105316377,69.45013596,4244,0
55,2023-01-11 00:00,91.78515143,56.8606123,488.3929073,2.644389355,79.00823493,1721,0
75,2023-01-11 01:00,98.30180314,54.2491558,480.0722389,1.985997941,79.32864249,3336,0
56,2023-01-11 02:00,84.99532287,45.34451618,503.0733169,1.486531113,93.49926828,8390,0
17,2023-01-11 03:00,96.53290467,69.86562333,580.4173053,1.925908825,78.71052529,1977,0
38,2023-01-11 04:00,109.7384626,55.81574218,613.916845,2.256647332,91.58925818,175,0
24,2023-01-11 05:00,92.53151741,64.81972425,439.8718432,1.899085412,81.5066775,6180,0
69,2023-01-11 06:00,119.0729784,55.39804786,522.973065,1.450718743,72.70875204,6113,0
98,2023-01-11 07:00,85.63908487,60.83479807,510.4815042,3.009897686,67.2255876,2162,0
70,2023-01-11 08:00,97.3982465,62.24864238,526.5233745,1.243726122,83.03892334,2496,0
86,2023-01-11 09:00,93.43570036,53.80435988,477.4909789,3.137302151,71.32304627,6895,1
11,2023-01-11 10:00,98.19819169,64.78518415,527.2053827,1.9535953,73.86494473,6150,0
16,2023-01-11 11:00,113.7147478,59.0088103,431.015887,2.448603619,66.74918997,3387,0
97,2023-01-11 12:00,90.15544504,62.76322357,669.1121438,2.1076091,75.03765193,7939,0
73,2023-01-11 13:00,95.48729469,67.27259118,514.5304585,1.561158487,80.93643063,2380,0
59,2023-01-11 14:00,106.5450575,63.69811483,536.5014766,2.664442516,70.95370533,6033,1
70,2023-01-11 15:00,100.9315878,59.52586505,444.0871928,2.307970502,67.87406019,4732,0
80,2023-01-11 16:00,101.7517495,69.72024338,465.2425915,1.95220498,75.66911867,945,0
93,2023-01-11 17:00,90.3472366,59.77674349,426.5708892,2.363834088,79.67646304,2762,0
3,2023-01-11 18:00,99.28416528,60.46566479,572.8142644,1.931335059,74.90366765,1804,0
20,2023-01-11 19:00,111.3157845,59.18187276,444.5150999,0.899429148,93.92902458,2334,0
59,2023-01-11 20:00,83.90479017,53.87198525,490.5577772,1.144678523,76.00670221,486,0
36,2023-01-11 21:00,93.02690849,53.32107019,492.7779582,1.988959762,80.16686699,1605,0
19,2023-01-11 22:00,81.8445837,57.22898773,523.6601389,1.841170085,83.83345364,3045,0
90,2023-01-11 23:00,105.369757,54.93133423,435.3789828,1.955226197,78.96542817,2929,0
67,2023-01-12 00:00,112.2547055,58.61164901,542.980647,1.829928964,65.32754826,6282,0
19,2023-01-12 01:00,98.16590013,64.13080916,562.2490556,1.439179552,66.73763649,5268,0
20,2023-01-12 02:00,89.94479985,57.95465707,466.9975255,1.308692836,63.95444268,2713,0
96,2023-01-12 03:00,90.23753549,61.0998105,498.1704287,1.57710478,61.80283599,6587,0
71,2023-01-12 04:00,97.02942792,57.47046832,531.3272634,2.377147959,77.73199312,4200,0
52,2023-01-12 05:00,96.99127955,72.72517762,512.7786403,1.591440619,87.40310556,2843,0
33,2023-01-12 06:00,109.1183178,67.54117466,450.0140259,2.521074123,82.17962098,2716,0
40,2023-01-12 07:00,93.31123966,58.76196426,535.0631963,1.481684164,82.04534315,4334,0
39,2023-01-12 08:00,104.3507834,61.3609963,575.6347129,2.592558961,64.7437084,6963,1
82,2023-01-12 09:00,96.94529971,53.29807907,575.4775837,1.742209534,79.9310954,4717,0
1,2023-01-12 10:00,92.55243045,58.92796658,528.7637467,1.845984314,80.29463168,5687,0
11,2023-01-12 11:00,96.69623937,56.99809305,538.2986454,1.850315815,91.75566374,1105,0
92,2023-01-12 12:00,103.3653838,63.71445165,480.5405959,2.291059084,78.37175969,8384,0
57,2023-01-12 13:00,109.1493339,55.34844214,454.1381042,2.126038381,92.38689865,6141,0
89,2023-01-12 14:00,97.48026813,68.28870275,496.5646217,2.069585626,76.24702897,6715,0
50,2023-01-12 15:00,87.96061869,59.67285953,613.2218074,1.959555041,79.47993393,6081,0
23,2023-01-12 16:00,109.997148,55.65292284,473.4501575,1.715303064,86.64884941,3436,0
31,2023-01-12 17:00,91.01830617,60.1607931,521.7206575,2.548452028,77.50385615,8589,1
94,2023-01-12 18:00,102.6082317,63.68387704,518.888129,2.042980468,59.85590771,7572,0
42,2023-01-12 19:00,99.75167332,62.60200881,481.284004,2.287086571,65.07171629,4385,0
99,2023-01-12 20:00,98.41429908,60.78286874,574.1812872,2.100066547,101.6461232,7605,0
7,2023-01-12 21:00,95.130237,64.38815736,579.4405207,1.789214076,75.99964028,166,0
16,2023-01-12 22:00,106.2014878,64.08245171,633.3528615,3.197690539,81.9470235,8451,1
90,2023-01-12 23:00,64.17937393,64.1074122,460.0797171,2.61507009,64.34715205,746,0
60,2023-01-13 00:00,111.3647051,58.62164625,520.3548615,1.729946001,78.4013994,6299,0
2,2023-01-13 01:00,90.87492226,58.5868736,504.4279431,3.026284198,88.30185425,5926,1
1,2023-01-13 02:00,104.0795691,58.96328087,465.6793205,2.463685915,56.31601434,2752,0
